id	text	location	time_zone	date
418344866012495872	@TheVampsJames one of my New Years resolution is to get a follow or just get noticed from you, you mind help me with that? 😉 #TheVamps2014	golf club with Davey Jones :D	Berlin	Wed Jan 01 11:36:03 +0000 2014
418344871116939264	New years resolution is to return to my normal sleeping pattern before college	Essex	London	Wed Jan 01 11:36:04 +0000 2014
418344879245115392	New Years resolution: Learn to overcome my pride and forgive others. Most difficult part of being a Christian, at least for me.	Brazos River Valley, TX	Central Time (US & Canada)	Wed Jan 01 11:36:06 +0000 2014
418344879781969921	"""Forget the past and all the heartache, the growing pains that keep you awake"" - My new years resolution, by @NeckDeepUK"	The Netherlands	Amsterdam	Wed Jan 01 11:36:06 +0000 2014
418344890452672512	New years resolution!! Not to make an effort with people that don't make an effort with me!! Cant be bothered with trying!!			Wed Jan 01 11:36:09 +0000 2014
418344893120266240	New Years resolution is to be less bitchy, stop eating mcdonalds and stop showing people my vagina :)	London		Wed Jan 01 11:36:09 +0000 2014
418344895061835776	"Mastered rabbit hypnotism
Then @RayWJ shows up with a video of making a rabbit pass gas.

I think i have my new years resolution."	kuwait	Kuwait	Wed Jan 01 11:36:10 +0000 2014
418344896781901824	I hope you all accomplish your new years resolution. .. @tanzeelaxo I hope u grow taller ;-)			Wed Jan 01 11:36:10 +0000 2014
418344898329186304	These new years resolution tweets make me gag.	Middle of the Map	Central Time (US & Canada)	Wed Jan 01 11:36:10 +0000 2014
418344898480181248	"off to ccp
#backtotop #walking #ccp #new years resolution #stayhealthy #fit #determined"	somewhere:)	Taipei	Wed Jan 01 11:36:10 +0000 2014
418344931074121728	For me it's not so much about a New Years resolution as it is for higher pixel density.	Midwest, US	Central Time (US & Canada)	Wed Jan 01 11:36:18 +0000 2014
418344933565546497	my new years resolution is to stay exactly the same because i'm fucking amazing		Auckland	Wed Jan 01 11:36:19 +0000 2014
418344934568361984	I never have a new years resolution.		London	Wed Jan 01 11:36:19 +0000 2014
418344940700049408	New Years resolution: Fuck bitches get money			Wed Jan 01 11:36:20 +0000 2014
418344948526632961	I will certainly run to this song seening that is my New Years resolution	Patrick replied on 3/12/2013		Wed Jan 01 11:36:22 +0000 2014
418344949395255296	#TheVamps2014 New Years resolution... BE HEALTHY AND BE HAPPY!:D don't let people get me down this year!xx	England(:	Amsterdam	Wed Jan 01 11:36:23 +0000 2014
418344959251853312	@SivaTheWanted mY NEW YEARS RESOLUTION IS TO MEET YOU	-codie's twin-	Hawaii	Wed Jan 01 11:36:25 +0000 2014
418344963873579008	I don't had a New Years resolution. I'm just gonna be an asshole with	Under The Hood	Pacific Time (US & Canada)	Wed Jan 01 11:36:26 +0000 2014
418344966826385411	My New Years resolution is to have a New Years kiss next year lmao			Wed Jan 01 11:36:27 +0000 2014
418344971306283008	New Years Resolution for everyone else, buy a dictionary and learn how to fucking spell. #differentyearsameidiots #spasticseverywhere	West Sussex, UK	London	Wed Jan 01 11:36:28 +0000 2014
418344974376517632	"@NiallOfficial 

ITS 2014!

your new years resolution should be to follow more fans🙊

so start off by following ME &amp; @intoxicnarry 

💫🌸💫"	luke/4   george/4	London	Wed Jan 01 11:36:29 +0000 2014
