id	text	location	time_zone	date
418196216304791552	@Luke5SOS Luke Hemmings from 5SOS my New Years Resolution is for you to follow me so now you kind of have to 100	half a ♡ w/out @colourmeziall	Atlantic Time (Canada)	Wed Jan 01 01:45:22 +0000 2014
418196217433436161	Already broke my New Years resolution lol	Watford	Casablanca	Wed Jan 01 01:45:22 +0000 2014
418196219844759552	So wats everybody's New Years resolution??? Uhhh I really don't give a fuck yall can save that shit			Wed Jan 01 01:45:23 +0000 2014
418196220629483520	@sarahjanej0nes_ Thanks hun! i will do.. I havent been on younow for ages!! I guess that could be my new years resolution.. Night hun x	the universe	London	Wed Jan 01 01:45:23 +0000 2014
418196222315597824	@Cjsmith613 Been able to keep mine from 3 years ago: Don't make a New Years Resolution. So far, so good!	North Carolina, USA	Eastern Time (US & Canada)	Wed Jan 01 01:45:23 +0000 2014
418196222944772097	My New Years Resolution is to drink my calories.	New York, NY	Quito	Wed Jan 01 01:45:23 +0000 2014
418196223577702400	"""@Shesmksweed: My New Years resolution is to sit up straight cause my back is FUUUCKED"""		Mountain Time (US & Canada)	Wed Jan 01 01:45:24 +0000 2014
418196224278544384	Hands up if your New Years resolution is out the window already 👐	PLF	London	Wed Jan 01 01:45:24 +0000 2014
418196224659841024	My cousin told me his New Years Resolution is to stop masturbating every day.	Watch The Blitz	Eastern Time (US & Canada)	Wed Jan 01 01:45:24 +0000 2014
418196226949931008	New Years Resolution: stop Fracking	NE ✈ BK ✈ GH ✈ ∞	Central Time (US & Canada)	Wed Jan 01 01:45:24 +0000 2014
418196228003086336	New Years Resolution .... Become a professional poker player #gotthenerve	London/Cheltenham		Wed Jan 01 01:45:25 +0000 2014
418196228766466048	My new years resolution is to stop putting depressing tweets and start saying how I feel to peoples faces!	norwich, norfolk		Wed Jan 01 01:45:25 +0000 2014
418196230146375680	@travisrclark my New Years resolution is for you to follow me :)			Wed Jan 01 01:45:25 +0000 2014
418196231115268096	New Years resolution :	in my dreams		Wed Jan 01 01:45:25 +0000 2014
418196231672696833	@gravesaj it that your New Years Resolution?		Pacific Time (US & Canada)	Wed Jan 01 01:45:26 +0000 2014
418196231794352128	My new years resolution? ..........Avoid dropping that thun thun thun.	Hinton Iowa		Wed Jan 01 01:45:26 +0000 2014
418196234634268672	I do not have a New Years resolution, but hoping 2014 will be a good year for me, Thank God I made it this far by his grace and mercy.	*~In My Own Little World~*	Central Time (US & Canada)	Wed Jan 01 01:45:26 +0000 2014
418196236605194240	"New Years Resolution!?
#TakeNoShit
#MakeMusic
#makemoney 
#MakeTheTurnupGetTooDamnReal"	Fontana Ca,	Pacific Time (US & Canada)	Wed Jan 01 01:45:27 +0000 2014
418196236684886016	@G_Hannelius JUST SAW YOU ON FAMILY CHANNEL SAYING YOUR NEW YEARS RESOLUTION :)			Wed Jan 01 01:45:27 +0000 2014
418196238580715521	New Years resolution: Care less.	Buffalarrisburg	Eastern Time (US & Canada)	Wed Jan 01 01:45:27 +0000 2014
418196238803402752	If you tweet yo New Years resolution I'm unfollowing you . nah fr !		Atlantic Time (Canada)	Wed Jan 01 01:45:27 +0000 2014
418196240233283585	My New Years resolution is to get a @Michael5SOS follow and I hope it happens! Please? Xx 828363821			Wed Jan 01 01:45:28 +0000 2014
418196242699919360	my new years resolution is to stay active all year long.😬 i hope so... #lazy			Wed Jan 01 01:45:28 +0000 2014
418196242988949504	@Luke5SOS Luke Hemmings from 5SOS my New Years Resolution is for you to follow me so now you kind of have to 101	half a ♡ w/out @colourmeziall	Atlantic Time (Canada)	Wed Jan 01 01:45:28 +0000 2014
418196242947379200	@katieEB16 y ??? X and maybe your new years resolution could be to become a belieber :) x			Wed Jan 01 01:45:28 +0000 2014
418196244788297728	""" New Years resolution is to stop fapping """			Wed Jan 01 01:45:29 +0000 2014
418196248491868160	“@JProotch: New Years Resolution: look like Matty Mckibben” aka get enough money for facial reconstruction surgery?		Mountain Time (US & Canada)	Wed Jan 01 01:45:30 +0000 2014
418196253952864257	New Years resolution: not take shit from anyone		Eastern Time (US & Canada)	Wed Jan 01 01:45:31 +0000 2014
418196255064735745	new years resolution: stay here long enough to be able to have a resolution next year		Eastern Time (US & Canada)	Wed Jan 01 01:45:31 +0000 2014
418196255672528896	"""@fobmarley_: @crackuser69 love yourself"" I suggest everyone make this your new years resolution"		Pacific Time (US & Canada)	Wed Jan 01 01:45:31 +0000 2014
418196256767610880	“@Kaseeyyy_Babyyy: New Years resolution? Screw it I'm not changing 😂😂 I would like to lose weight tho.”			Wed Jan 01 01:45:31 +0000 2014
418196257228587009	"New Years resolution. 

Wear baggy jeans and punch anyone who wears a bucket hat."			Wed Jan 01 01:45:32 +0000 2014
418196257794822144	Last year my new years resolution was to be a vega ahah FAILED	Paradise	Atlantic Time (Canada)	Wed Jan 01 01:45:32 +0000 2014
418196259891974144	New Years Resolution..less time on my cell phone! #emilydoesntthinkicandoit 🙅📲📵❌	portsmouth	Quito	Wed Jan 01 01:45:32 +0000 2014
418196259649118209	New Years resolution: I wanna be Young Buck ###	Maine	Pacific Time (US & Canada)	Wed Jan 01 01:45:32 +0000 2014
418196260588232704	New Years resolution? Move. Far. Far. Far. Away. From. Grand Junction.			Wed Jan 01 01:45:32 +0000 2014
418196260634763266	I need a New Years resolution! Any ideas?			Wed Jan 01 01:45:32 +0000 2014
418196266242555904	My New Years Resolution is too loose 15-20 pounds 👍			Wed Jan 01 01:45:34 +0000 2014
