id	text	location	time_zone	date
418103086985805824	my new years resolution is to not give a shit about things that dont concern me..		Casablanca	Tue Dec 31 19:35:18 +0000 2013
418103089808162816	I aint changin shit about myself. Fuck a new years resolution.👌			Tue Dec 31 19:35:19 +0000 2013
418103089892032513	"""@OhThatsDom: My new years resolution is to SMOKE MORE WEED"""	| CALIFORNIA L♡VE |		Tue Dec 31 19:35:19 +0000 2013
418103090399543296	New Years Resolution No.4 Stop caring about what other people think/say and just be my own person.		Amsterdam	Tue Dec 31 19:35:19 +0000 2013
418103090571915264	New years resolution is to trust God instead of trying to achieve everything by myself	Northern Ireland	Amsterdam	Tue Dec 31 19:35:19 +0000 2013
418103091917885440	"New Years Resolution:
to get at least 1/4 or 1/5 next year"	waiting for Luke to follow|0/4	Central Time (US & Canada)	Tue Dec 31 19:35:19 +0000 2013
418103091930488832	“@Things4Athletes: New Years resolution; eat healthy, be happy and become a better athlete”			Tue Dec 31 19:35:19 +0000 2013
418103092304150528	New Years resolution: don't let my mistakes follow me into 2014.		Quito	Tue Dec 31 19:35:19 +0000 2013
418103094179028992	I legit in my head predicted there'd be World Cup promo set to Festival. New Years Resolution: tweet every thought you have so its on record			Tue Dec 31 19:35:20 +0000 2013
418103094950375424	my new years resolution is actually to get straight a's and become president of the science club		Arizona	Tue Dec 31 19:35:20 +0000 2013
418103096569389056	part of me wants to make a new years resolution to stop thinking every situation is awkward and just talk to people normally	instagram: anyastagram_	Casablanca	Tue Dec 31 19:35:20 +0000 2013
418103097097850880	@Calum5SOS it's New Years and my resolution is to get you to follow me. I'll pay you in apples. have a happy New Years my love :D ilysm  34	steph is the love of my life	Atlantic Time (Canada)	Tue Dec 31 19:35:20 +0000 2013
418103101153742848	"New Years Resolution:

Add another year to my dry streak
...
...
...
*ugly cries behinds tweets*"	MD	Eastern Time (US & Canada)	Tue Dec 31 19:35:21 +0000 2013
418103103070945280	My New Years resolution is to get hot.	dallas	Eastern Time (US & Canada)	Tue Dec 31 19:35:22 +0000 2013
