id	text	location	time_zone	date
418015596534448128	@BarackObama How about making a New Years Resolution to fire your racist friend,  Attorney General Eric Holder?		Eastern Time (US & Canada)	Tue Dec 31 13:47:39 +0000 2013
418015604222996480	@ItsMe_Darren ik ☹ that's my new years resolution since 1998.	Trinidad and Tobago ❤	Atlantic Time (Canada)	Tue Dec 31 13:47:41 +0000 2013
418015605867184128	My cousin and her new boyfriend staying in my room tonight in my NEW double bed, his New Years resolution best be celibacy		London	Tue Dec 31 13:47:41 +0000 2013
418015610761912320	My New Years resolution is going to be giving myself the greatest relationship with God. Nothing matters more than that❤️️	West Virginia	Eastern Time (US & Canada)	Tue Dec 31 13:47:42 +0000 2013
418015612368326656	My New Years resolution is 1920x1080	On a hell slide	London	Tue Dec 31 13:47:43 +0000 2013
418015616507707392	@aveealejandrino Bhestie!!! Our New Years Resolution!! O-M-G Lets do this. ☺☺		Beijing	Tue Dec 31 13:47:43 +0000 2013
418015628826779648	"@connorkingsland My new years resolution was to go for a new hair style... and iv gone bald!!"" WHAT , NO!!!"	• 4/6 •	Warsaw	Tue Dec 31 13:47:46 +0000 2013
418015637605478400	Yeah I should probably quit twitter as a New Years resolution.... This takes up time I really don't need to spend	The Piraka Playground	London	Tue Dec 31 13:47:49 +0000 2013
418015645142634497	“@SlowLoveDevine: I have the same New Years resolution that I do every year : do better and be better” 🙌		Quito	Tue Dec 31 13:47:50 +0000 2013
418015645192962048	"""My New Years Resolution is mass genocide. New Year, New me! xoxox"" - Adolf Hitler"	Some Northern shithole, UK	London	Tue Dec 31 13:47:50 +0000 2013
418015646723481603	my new years resolution is nothing im gonna be the same as i was in 2013	nz	Hawaii	Tue Dec 31 13:47:51 +0000 2013
418015647021682689	😩“@Mike_Coop: No new years resolution.  I wasn't shit this year, won't be shit next year either.”		Eastern Time (US & Canada)	Tue Dec 31 13:47:51 +0000 2013
418015661294878720	I dont need a new years resolution cause im always on my grind	Everett	Atlantic Time (Canada)	Tue Dec 31 13:47:54 +0000 2013
418015662536011776	"Having your New Years resolution be to get blocked by @kslshep.... 
#ThingsThatWillGetYouBlockedByKSLShep"		Arizona	Tue Dec 31 13:47:54 +0000 2013
418015671729913856	I always say I'm gonna change and do my new years resolution, and I never end up doing it, so I'm not gonna do it in 2014	London	London	Tue Dec 31 13:47:57 +0000 2013
418015674146242560	Damn I only have a few hours left to fulfill my 2013 new years resolution to floss at some point.		Central Time (US & Canada)	Tue Dec 31 13:47:57 +0000 2013
418015679464239104	My new years resolution is simply to put 2013 behind me.  Everything works out &amp; I'm ready for that.  #trustthis	Columbus, Ohio	Quito	Tue Dec 31 13:47:59 +0000 2013
418015690978000896	Most of you people probably can't say this But I can, I am going to continue my new years resolution from this year and prosper	#TORONTO	Atlantic Time (Canada)	Tue Dec 31 13:48:01 +0000 2013
