id	text	location	time_zone	date
418086890617589761	My 2014 New Years resolution is to eat more breakfast		Central Time (US & Canada)	Tue Dec 31 18:30:57 +0000 2013
418086894207897601	My new years resolution each year has been to work out and est healthier. I always fail.		Arizona	Tue Dec 31 18:30:57 +0000 2013
418086894967070720	@JosephMorgan what's your New Years resolution? 🎉			Tue Dec 31 18:30:58 +0000 2013
418086896237944832	I've never actually made a New Years resolution	Sapulpa	Central Time (US & Canada)	Tue Dec 31 18:30:58 +0000 2013
418086899405045760	This year has been full of highs and lows (Emily whitby) and so my New Years resolution is to try and not tug one to @elliecrockerrr 's IG		Amsterdam	Tue Dec 31 18:30:59 +0000 2013
418086901170843648	I don't care if it's New Years I only have one goal in life, and that's being happy, I don't need some resolution	oski wan kanobi	Quito	Tue Dec 31 18:30:59 +0000 2013
418086904228478976	your New Years resolution should be to find one dick &amp; stick with that nigga for life. your track record is good for a lifetime or two.	where you wanna be		Tue Dec 31 18:31:00 +0000 2013
418086909207138305	My New Years resolution is Pharrell Williams. Full stop. @Pharrell	LDN BAYBEE		Tue Dec 31 18:31:01 +0000 2013
418086910780014592	my new years resolution is to get bigger boobs		Baghdad	Tue Dec 31 18:31:01 +0000 2013
418086911727521792	"Exo New Years Resolution *
LAY - ""I will try to remember everything!"""	Pasay City	Pacific Time (US & Canada)	Tue Dec 31 18:31:02 +0000 2013
418086912671629312	new years resolution: make more new years resolutions	Slums Of Shaolin	Atlantic Time (Canada)	Tue Dec 31 18:31:02 +0000 2013
418086914978488320	@makeyourFTs my new years resolution is to do better tax planning with all of my profits		Central Time (US & Canada)	Tue Dec 31 18:31:02 +0000 2013
418086917688020992	New Years resolution is too not get fatter	england	London	Tue Dec 31 18:31:03 +0000 2013
418086919344365570	New Years resolution: learn to be a better money saver.			Tue Dec 31 18:31:03 +0000 2013
418086919721844737	New Years resolution: attempt to eat @ChipotleTweets only 3 times a week	Chicago	Central Time (US & Canada)	Tue Dec 31 18:31:04 +0000 2013
418086919851880448	New Years resolution: stop picking at my damn split ends. #longhairprobs	cbus		Tue Dec 31 18:31:04 +0000 2013
418086928391495681	“@buttoflogan: New Years Resolution: Kill Payton and Alex's younger brother.” Whaaaat? Okay...			Tue Dec 31 18:31:06 +0000 2013
418086928614187008	2013 was a year to get hammered nd 2014 is a year to get hammered my New Years resolution is to get hammered new year new drunkin mick			Tue Dec 31 18:31:06 +0000 2013
418086932292173824	New Years Resolution: I don't need one I'm already perfect			Tue Dec 31 18:31:06 +0000 2013
418086934175821824	I want to wish all a safe and joyous New Years Eve. What's your resolution for 2014?	New York, NY	Pacific Time (US & Canada)	Tue Dec 31 18:31:07 +0000 2013
418086934628798464	My new years resolution is to be more ethnic. In keeping with such, I am putting spinners on my unicycle.	Boogerville, East Caroliney	Atlantic Time (Canada)	Tue Dec 31 18:31:07 +0000 2013
418086939900661760	pretty sure my new years resolution is to be more obsessed with more celebrities	Manila	International Date Line West	Tue Dec 31 18:31:08 +0000 2013
418086941121204224	My New Year's resolution is to come up with better New Years resolutions #enoughwithresolutions	Chicago, IL	Central Time (US & Canada)	Tue Dec 31 18:31:09 +0000 2013
418086941599748096	my resolution for New Years is nigga we made it	The Chester of the West	Atlantic Time (Canada)	Tue Dec 31 18:31:09 +0000 2013
418086942124027904	@lloydkelsall According to Forbes only 8% achieve their New Years resolution!!		Casablanca	Tue Dec 31 18:31:09 +0000 2013
