id	text	location	time_zone	date
418268345801400320	New Years resolution: save yourself frustration and don't develop pointless crushes on boys		Eastern Time (US & Canada)	Wed Jan 01 06:31:59 +0000 2014
418268346170093569	I have no New Years resolution because I never follow through on those..All I know is I'll do a lot better this year than I did b4....	Wish-A-Nigga-Woods	Central Time (US & Canada)	Wed Jan 01 06:31:59 +0000 2014
418268346078224384	I don't really have a New Years resolution, I'm content with how I have been throughout the years		Eastern Time (US & Canada)	Wed Jan 01 06:31:59 +0000 2014
418268346900291584	@NormaniKordei my new years resolution was to get a follow from you! Be my 1/6 pleasr manibear! #HAPPYNEWYEARLOVENORMANI KKKK	Long Island, NY	Eastern Time (US & Canada)	Wed Jan 01 06:31:59 +0000 2014
418268349760831488	"“@TheDailyTattoos: My New Years resolution:

Get more tattoos 😏”"		Eastern Time (US & Canada)	Wed Jan 01 06:32:00 +0000 2014
418268351555993600	I think my new years resolution is to not be single the entire year but haha we know that wont happen			Wed Jan 01 06:32:00 +0000 2014
418268352000172032	New years resolution: stop making bad party choices. #help	Edmonton, Alberta	Mountain Time (US & Canada)	Wed Jan 01 06:32:00 +0000 2014
418268353149800448	I dont have a new years resolution... I have a new years solution.. Stop fucking around, make something of myself, and begin my life	s£v£n3tw0		Wed Jan 01 06:32:01 +0000 2014
418268355230171136	New years resolution is for marvin to only throw 1 pic every two games for his senior season	w/ Charity Gabrielle (:	Mountain Time (US & Canada)	Wed Jan 01 06:32:01 +0000 2014
418268355687362560	New Years resolution get corks #swag		Alaska	Wed Jan 01 06:32:01 +0000 2014
418268355586719744	“@MeghanSlough: New Years resolution is to be happy no matter”	twp	Atlantic Time (Canada)	Wed Jan 01 06:32:01 +0000 2014
418268357906137088	new years resolution: to find, and date somebody white.		Pacific Time (US & Canada)	Wed Jan 01 06:32:02 +0000 2014
418268358694277120	New Years resolution. Standing full. Ready go.	Spanish Fork	Mountain Time (US & Canada)	Wed Jan 01 06:32:02 +0000 2014
418268358581026816	"lmfao #done ""@Simply_Jakiya: My new years resolution: TO GET THICK bofl... just wait on it I'm almost there #Amen"""		Arizona	Wed Jan 01 06:32:02 +0000 2014
418268359713894400	New Years resolution : to not suck.	South Africa		Wed Jan 01 06:32:02 +0000 2014
418268361521258497	“@PUNKLIRRY: QUOTE THIS WITH UR NEW YEARS RESOLUTION MINES TO GET SKINNY HA” get 1/5 and become a better me (:	wifey; @drewsnialler	Central Time (US & Canada)	Wed Jan 01 06:32:03 +0000 2014
418268363479990273	“@PoonanjiMarsha: my new years resolution is to fucking stab ur rectum if u set off one more firework”	atx	Central America	Wed Jan 01 06:32:03 +0000 2014
418268366567010304	Kept my new years resolution to myself for a reason man.		Atlantic Time (Canada)	Wed Jan 01 06:32:04 +0000 2014
418268366604738560	New years resolution: be pleasant &amp; more positive	DK.	Mountain Time (US & Canada)	Wed Jan 01 06:32:04 +0000 2014
418268367255265280	My new years resolution is to get swoler. #probablynotpossible			Wed Jan 01 06:32:04 +0000 2014
418268368198594560	Happy New Years all, let's try and make a resolution that will last more than a week!!! 😛#2k14	Chicago	Mountain Time (US & Canada)	Wed Jan 01 06:32:04 +0000 2014
418268368215355392	New years resolution: to be myself and not be so insecure. Make new friends and if i see someone alone to go say hi and be a friend.			Wed Jan 01 06:32:04 +0000 2014
418268368899018752	Wow New Years resolution complete ✔️ #famous		Central Time (US & Canada)	Wed Jan 01 06:32:04 +0000 2014
418268368542908416	My New Years resolution? To marry @Charlie_Carver or @maxcarver ...haha, in my dreamsss.			Wed Jan 01 06:32:04 +0000 2014
418268369172049920	And break my new years resolution			Wed Jan 01 06:32:04 +0000 2014
418268370438328320	My only New Years resolution is a fuckin 209 boys official reunion @williamcrann @bodiewong   @NathenEadie	London, ON		Wed Jan 01 06:32:05 +0000 2014
418268371491094529	New Years resolution is to get stronger so I can kick ass and I've already started 😍	Texas	Central Time (US & Canada)	Wed Jan 01 06:32:05 +0000 2014
418268371738980353	My new years resolution is to not get curved by Val	AVA → H-Town		Wed Jan 01 06:32:05 +0000 2014
418268372326166529	Happy New Years to everyone! My resolution is to be more responsible with my channel. Expect amazing changes this year!			Wed Jan 01 06:32:05 +0000 2014
418268372959502336	There are so many things I can use as my New Years resolution, but I'm just going to try to be kinder, and not so quick to judge :)	#stayclassynevertrashy		Wed Jan 01 06:32:05 +0000 2014
418268373383118848	New Years resolution... Be better than last year	The 207		Wed Jan 01 06:32:05 +0000 2014
418268374427123713	My New Years resolution is to not make anymore resolutions.		Eastern Time (US & Canada)	Wed Jan 01 06:32:06 +0000 2014
418268377933942784	New Years resolution = get hot; fuck/date Harry styles	||harrys vagina||		Wed Jan 01 06:32:07 +0000 2014
418268381628735488	My new years resolution: Stay Alive		Atlantic Time (Canada)	Wed Jan 01 06:32:07 +0000 2014
418268383826939904	New Years Resolution: try to have a less anti social behaviour ... jk that's not gonna happen.			Wed Jan 01 06:32:08 +0000 2014
418268384690573312	New Years resolution: make myself happy and not worry about anyone else #hardtodo #letsseehowlongitlasts			Wed Jan 01 06:32:08 +0000 2014
418268385948884992	I was gonna say my new years resolution was to get a girlfriend, but I'm gonna be realistic and have it be stay single the whole year		Central Time (US & Canada)	Wed Jan 01 06:32:08 +0000 2014
418268385966047232	My New Years resolution is to ignore everyone.		Quito	Wed Jan 01 06:32:08 +0000 2014
418268387899228160	"My New Years Resolution you ask?
This upcoming year is all about the ""fuck it"" motto if something happens it happens I'm fucking over it"		Arizona	Wed Jan 01 06:32:09 +0000 2014
418268395541245955	“@dannybrito61: Maybe your New Years resolution should be to not be a bitch #JustAThought”			Wed Jan 01 06:32:11 +0000 2014
418268396275630080	actually i think my new years resolution will be to stop complaining as much as i do now so disregard tweets made in the last hour&amp; a half	ct	Central Time (US & Canada)	Wed Jan 01 06:32:11 +0000 2014
418268396355330048	New Years resolution: become a more talkative person and actually get out of the house and do stuff			Wed Jan 01 06:32:11 +0000 2014
418268397873278976	i just break my new years resolution lmao	dede & hm	Kuala Lumpur	Wed Jan 01 06:32:11 +0000 2014
418268398045655042	My new years revolution is to come with a resolution on time for next year #needlotsoftime	Levittown, NY	Atlantic Time (Canada)	Wed Jan 01 06:32:11 +0000 2014
418268398280134656	My New Years resolution is to achieve the things I aim for			Wed Jan 01 06:32:11 +0000 2014
418268398942838784	“@ImHairyStyles: QUOTE THIS AND ADD YOUR NEW YEARS RESOLUTION(S)-I'M CURIOUS” too be more nice, not be lazy, &amp; audition for X factor.	#Directioner #Mixers #5SOSFam	Arizona	Wed Jan 01 06:32:12 +0000 2014
418268400347922432	My New Years resolution is to be @selenagomez new BFF.	Bakersfield,CA		Wed Jan 01 06:32:12 +0000 2014
418268400318951424	My New Years resolution is to see my mom again. I haven't seen her in idk how long. It sucks so bad.			Wed Jan 01 06:32:12 +0000 2014
418268402277703680	"""@PUNKLIRRY: QUOTE THIS WITH UR NEW YEARS RESOLUTION MINES TO GET SKINNY HA"" get a fucking life"	0/5 | 218	Eastern Time (US & Canada)	Wed Jan 01 06:32:12 +0000 2014
418268404647460864	@NormaniKordei my new years resolution was to get a follow from you! Be my 1/6 pleasr manibear! #HAPPYNEWYEARLOVENORMANI XXX	Long Island, NY	Eastern Time (US & Canada)	Wed Jan 01 06:32:13 +0000 2014
418268405389475840	“@redemptioniall: quote this with your new years resolution xx”become hot	sam pottorff was following me	Eastern Time (US & Canada)	Wed Jan 01 06:32:13 +0000 2014
418268407289479168	My new years resolution is to stop smoking....not(;			Wed Jan 01 06:32:14 +0000 2014
418268405972860928	"""My New Years resolution is nigga we made it!"" #Drake"	South Florida	Eastern Time (US & Canada)	Wed Jan 01 06:32:13 +0000 2014
418268409659670529	I need to meet Patrick stump this year like could meeting Patrick stump be my new years resolution		Eastern Time (US & Canada)	Wed Jan 01 06:32:14 +0000 2014
418268411806756865	@StrictlyBizz ohhhh Working on my new years resolution early.... I did really good last year.	Portland Oregon	Alaska	Wed Jan 01 06:32:15 +0000 2014
418268411874267136	My New Years Resolution Is To Be The Best Girlfriend I Can Be		Atlantic Time (Canada)	Wed Jan 01 06:32:15 +0000 2014
418268413635473408	Sticking to my New Years resolution and never talking to you again. :)	Rockwood		Wed Jan 01 06:32:15 +0000 2014
418268414546042880	My New Years resolution is to always be turnt tbh	hell aka acworth	Atlantic Time (Canada)	Wed Jan 01 06:32:15 +0000 2014
418268416680927232	new years resolution: to become less attached to fictional characters		Atlantic Time (Canada)	Wed Jan 01 06:32:16 +0000 2014
418268420392898560	My New Years resolution is to be the bet me possible XD XD		Atlantic Time (Canada)	Wed Jan 01 06:32:17 +0000 2014
418268419604353025	"""@kath_leenie: My new years resolution is to do more of what I want and less of what other people tell me to do. WORD"""			Wed Jan 01 06:32:16 +0000 2014
418268422028673024	@merielleeg New Years Resolution: figure out a New Years resolution	Compton, CA	Eastern Time (US & Canada)	Wed Jan 01 06:32:17 +0000 2014
418268425798950912	14 mins in and already broke my New Years resolution. Shit.	Dillon, Texas	Central Time (US & Canada)	Wed Jan 01 06:32:18 +0000 2014
418268426344620032	Guess who doesn't have a New Years resolution? Meeeee🙋		Mountain Time (US & Canada)	Wed Jan 01 06:32:18 +0000 2014
418268428361687042	"""@vAspired My New Years Resolution is to go to MLG Dallaswith @Rododon and fuck every e-girl in my sight"" while i kiss myBB through facetime"	Texas	Eastern Time (US & Canada)	Wed Jan 01 06:32:19 +0000 2014
418268429175373824	My New Years resolution is to love everyone and everything #teamJesus		Atlantic Time (Canada)	Wed Jan 01 06:32:19 +0000 2014
418268429360312320	my new years resolution is to go outside at least once	not New York City.	London	Wed Jan 01 06:32:19 +0000 2014
418268430421086208	New Years resolution whaaat?	Baldwin Park, CA ♡♥	Pacific Time (US & Canada)	Wed Jan 01 06:32:19 +0000 2014
418268431432302592	New Years resolution was to get skinnier &amp; go on a diet.. #alreadybrokethat			Wed Jan 01 06:32:19 +0000 2014
418268431717134336	New Years resolution: drink more Starbucks		Quito	Wed Jan 01 06:32:19 +0000 2014
418268433059303424	My New years Resolution is quit B.MF. And spending it before I get it	Dallas ,Texas	Central Time (US & Canada)	Wed Jan 01 06:32:20 +0000 2014
418268435013828608	"What's your New Years resolution?? ""To get more dick!"" 😂😂😂"		Central Time (US & Canada)	Wed Jan 01 06:32:20 +0000 2014
418268435496202240	my New Years resolution is to get legs like Harry's.. @Harry_Styles #truestory	in harry's pants		Wed Jan 01 06:32:20 +0000 2014
418268437287559168	"I'm gonna tweet my New Years resolution and link it in my bio. 

1. Get 1/5

2. Meet my idols

3. Make new twitter friends"	Pennsylvania	Atlantic Time (Canada)	Wed Jan 01 06:32:21 +0000 2014
418268440369958914	"Emma: my New Years resolution is to be...
Emma's dad: a shithead 
Emma: I already am one 

TRU"			Wed Jan 01 06:32:21 +0000 2014
418268445164056576	New Years resolution; not wake up with a major headache this year😂	earth? sounds about right.		Wed Jan 01 06:32:23 +0000 2014
418268448515293185	New Years Resolution: kiss more boys. I like them.	Tha Woodz	Pacific Time (US & Canada)	Wed Jan 01 06:32:23 +0000 2014
418268449912012800	"--- Happy drunk New Years and another year without making a resolution. 
#boom"	Waverly, IA-Temecula, CA	Pacific Time (US & Canada)	Wed Jan 01 06:32:24 +0000 2014
418268450151497728	My New Years Resolution Is To Receive That D1 Offer 😌		Eastern Time (US & Canada)	Wed Jan 01 06:32:24 +0000 2014
418268451233603584	New years resolution: Kill Everybody 😐	millsboro, delaware		Wed Jan 01 06:32:24 +0000 2014
418268451602325504	I don't have a New Years resolution, I'm just going with the flow, praying and hoping for the best. 2014 is the year of growth and success.		Eastern Time (US & Canada)	Wed Jan 01 06:32:24 +0000 2014
418268453439430657	New Years resolution: get ugly. I'm sick of all these girls trying to have sex with me.		Pacific Time (US & Canada)	Wed Jan 01 06:32:25 +0000 2014
418268454148259841	"""My New Years resolution is to come up with a resolution for next year"""		Eastern Time (US & Canada)	Wed Jan 01 06:32:25 +0000 2014
418268455679561728	My new years resolution.&gt;&gt;&gt;&gt;			Wed Jan 01 06:32:25 +0000 2014
418268461694205952	Fuck your New Years resolution @Gardeen_		Central Time (US & Canada)	Wed Jan 01 06:32:26 +0000 2014
418268462918533120	My New Years resolution is to actually stick to my New Years resolutions 😅		Eastern Time (US & Canada)	Wed Jan 01 06:32:27 +0000 2014
418268463447437313	My New Years resolution is to become a better person.	Ville.		Wed Jan 01 06:32:27 +0000 2014
418268464415911936	Making progress on my new years resolution already! Watching Captain Philips. :D	Minnesota	Central Time (US & Canada)	Wed Jan 01 06:32:27 +0000 2014
418268465011888128	new years resolution: to be a better friend &amp; all around person. 👍😊✌️🙈	26-12-2		Wed Jan 01 06:32:27 +0000 2014
418268465690980352	My new years resolution is to eat a whole pizza.			Wed Jan 01 06:32:27 +0000 2014
418268467926548480	My New Years resolution is to beat more box and drink more beer!!			Wed Jan 01 06:32:28 +0000 2014
418268470178889728	My New Years resolution is to get rock solid abs.	Durant, Oklahoma	Central Time (US & Canada)	Wed Jan 01 06:32:29 +0000 2014
418268470066044929	My resolution for New years is nigga we made it. Aha.			Wed Jan 01 06:32:28 +0000 2014
418268472716840960	New Years resolution: be less awkward.		Hawaii	Wed Jan 01 06:32:29 +0000 2014
418268474868109312	"""Get Dustin to follow bc swag?"" - One item on my New Years Resolution list! @LebronJr23CP"	Club Penguin	Central Time (US & Canada)	Wed Jan 01 06:32:30 +0000 2014
418268474692341760	@_biancjohnson go on youtube and look at his new years resolution		Eastern Time (US & Canada)	Wed Jan 01 06:32:30 +0000 2014
418268474813579265	Half hr later and I break my New Years resolution..nice Dan.. Nice		Quito	Wed Jan 01 06:32:30 +0000 2014
418268476084473856	Some of you should've made being more positive about life a New Years resolution frfr		Central Time (US & Canada)	Wed Jan 01 06:32:30 +0000 2014
418268476458139648	I Would've Made A New Years Resolution But I'm Too High	Alabama / Da' Bottom	Central Time (US & Canada)	Wed Jan 01 06:32:30 +0000 2014
418268478907236353	“@reneeingram_: New Years Resolution: let's start a meth lab! #newyearnewme #happy2014” where did that even come from 🙈			Wed Jan 01 06:32:31 +0000 2014
418268479720923139	My New Years resolution? Go to @TacoBell more often.			Wed Jan 01 06:32:31 +0000 2014
418268481113440257	@PDietz22 Considering that it won't happen, because it's a New Years Resolution, you should make it something negative, like going to prison		Atlantic Time (Canada)	Wed Jan 01 06:32:31 +0000 2014
418268485010325504	"“@1ambitious_qirl: lmfao #done ""@Simply_Jakiya: My new years resolution: TO GET THICK bofl... just wait on it I'm almost there #Amen""”"	Fl	Atlantic Time (Canada)	Wed Jan 01 06:32:32 +0000 2014
418268485265801216	"“@BandsThatSave: This tweet is for everybody who's New Years resolution is to stop self-harming.
I believe in you &lt;3” 😘❤️"			Wed Jan 01 06:32:32 +0000 2014
418268488965185536	"""my New Years resolution"		Arizona	Wed Jan 01 06:32:33 +0000 2014
418268489552760833	Two and a half hours into my New Years resolution and I failed @bridawg19 @Rahxo #HappyNewYears	Saint John NB	Atlantic Time (Canada)	Wed Jan 01 06:32:33 +0000 2014
418268491008196608	Maybe that'll be my New Years Resolution, don't sweat the small stuff.		Atlantic Time (Canada)	Wed Jan 01 06:32:33 +0000 2014
418268492828528641	My New Years resolution should definitely happen because that'd make me really happy	connecticut	Atlantic Time (Canada)	Wed Jan 01 06:32:34 +0000 2014
418268493457285120	My New Years resolution is to complain less 🎉🎉🎈	North Augusta	Quito	Wed Jan 01 06:32:34 +0000 2014
418268494539395072	2014 New years resolution is make a new years resolution for 2015	All☇around™the worllllllllll✉☀		Wed Jan 01 06:32:34 +0000 2014
418268494237425665	“@theamstud: New years resolution: be sexy”	FLORIDA		Wed Jan 01 06:32:34 +0000 2014
418268498968973312	Hopefully I can stick to my New Years resolution. 💪	Danville,Kentucky	Quito	Wed Jan 01 06:32:35 +0000 2014
418268500256649216	My New Years resolution? To find a good girl and make that money. 😌👌	N. Carolina	Eastern Time (US & Canada)	Wed Jan 01 06:32:36 +0000 2014
418268501116071937	My New Years resolution is to grow a mo effin beard!!!!!!!!!!!!!!!		Eastern Time (US & Canada)	Wed Jan 01 06:32:36 +0000 2014
418268501480988672	My New Years resolution is to get rejected by Jennifer Lawrence.		Central Time (US & Canada)	Wed Jan 01 06:32:36 +0000 2014
418268501678096384	my New Years resolution is to start eating healthier #StartSimpleToWin		Arizona	Wed Jan 01 06:32:36 +0000 2014
418268502672166913	this New Years was definitely the best I love you so much @trev_michael &amp; our resolution together is the cutest 😚💋🎉		Central Time (US & Canada)	Wed Jan 01 06:32:36 +0000 2014
418268505360703488	Happy New Years! I'm blessed to bring it in, making money in the morning. My only resolution.			Wed Jan 01 06:32:37 +0000 2014
418268505725997056	New Years resolution: kick butt in @NationalLeague 👊⚽💚 #jagnation #2014			Wed Jan 01 06:32:37 +0000 2014
418268506119872512	my resolution for new years is Nigga We Made It !!!	NY Buffalo	Quito	Wed Jan 01 06:32:37 +0000 2014
418268508653641728	“@NetfIixHadMe: My New Years resolution???? More Netflix” of course @kaaaaaty_97 would retweet this			Wed Jan 01 06:32:38 +0000 2014
418268511492767744	NEW YEARS RESOLUTION: make friends		Eastern Time (US & Canada)	Wed Jan 01 06:32:38 +0000 2014
418268512033849344	My New Years resolution is to get jacked like @Blake_Vanbev_17			Wed Jan 01 06:32:38 +0000 2014
418268511589658624	My New Years resolution is complain less and appreciate more. To love and to forgive.		Quito	Wed Jan 01 06:32:38 +0000 2014
418268512453279744	@kordeishooligan I'll try that can be my New Years resolution lol	Chesterfield Mall 7/29/13	Central Time (US & Canada)	Wed Jan 01 06:32:39 +0000 2014
418268513329901569	My New Years resolution is to be nicer to people 😇		Quito	Wed Jan 01 06:32:39 +0000 2014
418268514416619520	My New Years Resolution about not sneezing with a mouth full of Chex Mix------Broken already. #NewYearsResolution	Mississippi	Central Time (US & Canada)	Wed Jan 01 06:32:39 +0000 2014
418268515276447744	new years resolution: send more spam lol		Atlantic Time (Canada)	Wed Jan 01 06:32:39 +0000 2014
418268517457494017	"""my New Years resolution is to get a New Years kiss next year... I can feel it"""		Central Time (US & Canada)	Wed Jan 01 06:32:40 +0000 2014
418268518694801408	New Years resolution . Get some new friends 👭👫👭👫👭			Wed Jan 01 06:32:40 +0000 2014
418268520430837760	My New Years resolution is to wear a sexy chastity belt @ariellehdomb @meganyang21	Toronto & La Quinta	Central Time (US & Canada)	Wed Jan 01 06:32:40 +0000 2014
418268521269710848	My New Years resolution is to make cake		Atlantic Time (Canada)	Wed Jan 01 06:32:41 +0000 2014
418268521282699264	My New Years resolution is to finally forget about you.		Eastern Time (US & Canada)	Wed Jan 01 06:32:41 +0000 2014
418268521727283200	What's your New Years resolution? #NewYearResolution	Everywhereツ		Wed Jan 01 06:32:41 +0000 2014
418268523157155840	My new years resolution this year is to remember to write 2014 instead of 2013! #BestresolutionEVER #gonnaaccomplisharesolution	Ohio	Eastern Time (US & Canada)	Wed Jan 01 06:32:41 +0000 2014
418268523333292033	My New years resolution is to be a chill dude.  No need to be too fancy	Canada	Central Time (US & Canada)	Wed Jan 01 06:32:41 +0000 2014
418268524784533504	My new years resolution is to be nicer to people (:			Wed Jan 01 06:32:42 +0000 2014
418268525132652544	My New Years Resolution is to fix my broken relationships with people before I leave for college.			Wed Jan 01 06:32:42 +0000 2014
418268527569539072	New years resolution &gt;&gt; keep my girl happy and stick by ha stanky ass threw w/e 💯			Wed Jan 01 06:32:42 +0000 2014
418268527536390144	My new years resolution? Make things right with the people who deserve it	Camp Lejeune, North Carolina	Central Time (US & Canada)	Wed Jan 01 06:32:42 +0000 2014
418268528027115520	new years resolution is to be honest tbh bc im a compulsive lier most of the time so...yea im gonna stop that.	the island of misfit toys		Wed Jan 01 06:32:42 +0000 2014
418268530157420547	I should probably think of a New Years resolution or two.... #1 be asleep by 11pm tonight. #2 ill deal with that later. 😴😴😴 #nye			Wed Jan 01 06:32:43 +0000 2014
418268531147685888	New Years resolution is to get back to the junior Olympics I didn't go last year 😭	soufside DC✈️GA	Quito	Wed Jan 01 06:32:43 +0000 2014
418268531566714880	The New Years Resolution that will be the hardest to follow is, to not be so hypocritical.	Erlanger, KY	Eastern Time (US & Canada)	Wed Jan 01 06:32:43 +0000 2014
418268534633136128	No New Years resolution for me cause Ima make like Nike &amp; JUST DO IT!! #HappyNewYears #2K14	Chicago, IL	Central Time (US & Canada)	Wed Jan 01 06:32:44 +0000 2014
418268536075599872	“@zachuhry: New Years resolution #3: Not call my girlfriend a bitch as much” @AmishTom	Indiana		Wed Jan 01 06:32:44 +0000 2014
418268535883038720	My new years resolution is to just be the best boyfriend I can possibly be for my baby @just_iceeee #newyear	Roanoke, Virginia		Wed Jan 01 06:32:44 +0000 2014
418268538441568256	gyms going to be packed tomorrow, people are going to start their New Years resolution of a 5 day gym work out			Wed Jan 01 06:32:45 +0000 2014
418268539535908864	Had an amazing New Years with my friends 😒!!!!! I'm beyond happy☺️😘💖2014 resolution... Live it to believe it !!	decatur al		Wed Jan 01 06:32:45 +0000 2014
418268541075193856	I think I'm more excited to play football for Skyview then ever before, new years resolution... Take state.			Wed Jan 01 06:32:45 +0000 2014
418268542031495168	@bydl0 Ooooo depends if you're actually gonna follow your little new years resolution or not! #goodbyeneutrals	Across The Universe	Central Time (US & Canada)	Wed Jan 01 06:32:46 +0000 2014
418268544036769792	Hmm, new years resolution. Just to be myself and be happy with who I am	221B Baker St		Wed Jan 01 06:32:46 +0000 2014
418268548251660288	I wanted you to be my New Years Kiss, instead you're my new year resolution...to get or forget.	Texas	Central Time (US & Canada)	Wed Jan 01 06:32:47 +0000 2014
418268548285603840	New Years resolution is fuck both these botches		Brasilia	Wed Jan 01 06:32:47 +0000 2014
418268553502924800	my only new years resolution is to not be so lazy, exercise, and loose weight. i say this all the time but I'm forreal this time	Bay, C A L I - F O R N I A☀️	Pacific Time (US & Canada)	Wed Jan 01 06:32:48 +0000 2014
418268553985277952	Best New Years resolution ever.	NOOGIE	Atlantic Time (Canada)	Wed Jan 01 06:32:48 +0000 2014
418268555130335232	New Years resolution: actually get @Harry_Styles to follow me😂👌😍👏❤️😘😫😭		Central Time (US & Canada)	Wed Jan 01 06:32:49 +0000 2014
418268557441372161	“@_1989ER_: New Years Resolution; Don't Have Sex Until AFTER June! #ImaDoIt #ItsGonnaBeHard #Literally”ima be abstinent all year lol	Isla Vista, CA	Pacific Time (US & Canada)	Wed Jan 01 06:32:49 +0000 2014
418268558981095424	my new years resolution is to have austin naked in bed with me			Wed Jan 01 06:32:50 +0000 2014
418268560192856064	my new years resolution is to stop brent rivera	利亞姆	Eastern Time (US & Canada)	Wed Jan 01 06:32:50 +0000 2014
418268560641650688	"my New Years resolution is to 

•Lose weight

•Become pretty

•Meet the boys after that happens"	♔вσу вαи∂ѕ яυιиє∂ му ℓιfє♔	Eastern Time (US & Canada)	Wed Jan 01 06:32:50 +0000 2014
418268562407432192	For my new years resolution i am going to work out every day and lose 20 pounds!!! 😍😎💦❤️❤️ #newyear #2k14 #lovemyparents	Denton, TX		Wed Jan 01 06:32:50 +0000 2014
418268562156191744	My new years resolution is to stop all the pollution			Wed Jan 01 06:32:50 +0000 2014
418268562898178048	"""@DipLife_: New Years Resolution: 
It's gunna be tough, but dip more than I did in 2013.""@skylervoigt"			Wed Jan 01 06:32:51 +0000 2014
418268564735283200	My new years resolution? Become the better person I know I can be. Greatness flows through my veins, I just have to find out how to tap it.			Wed Jan 01 06:32:51 +0000 2014
418268568325607424	My New Years resolution is to not swear 😁		Alaska	Wed Jan 01 06:32:52 +0000 2014
418268570989371392	New years resolution: keep Abby away from dumbass boys	@chasestaten	Atlantic Time (Canada)	Wed Jan 01 06:32:53 +0000 2014
418268571677249536	My moms New Years resolution should be to stop sending so many emojis to me	NJ	Quito	Wed Jan 01 06:32:53 +0000 2014
418268571966251008	Jenna: my new years resolution is to be twerk team captain			Wed Jan 01 06:32:53 +0000 2014
418268572415057920	"Happy West Coast New Years, Californians!
Now go make up a really cheap resolution you won't follow through with."	California		Wed Jan 01 06:32:53 +0000 2014
418268573157433344	@AntVenom My New Years Resolution- 1920x1080		Melbourne	Wed Jan 01 06:32:53 +0000 2014
418268574198034432	"New Years resolution: 
1. Don't procrastinate 
2. Finish the rest of my list later."		Central Time (US & Canada)	Wed Jan 01 06:32:53 +0000 2014
418268577037570048	My New Years resolution is..........I got nothin 😐	BVA'17	Atlantic Time (Canada)	Wed Jan 01 06:32:54 +0000 2014
418268577016582145	New Years resolution: fuck you!		Eastern Time (US & Canada)	Wed Jan 01 06:32:54 +0000 2014
418268578039607296	@LILBTHEBASEDGOD everyone's New Years resolution should be stay based.	#Berkeley	Eastern Time (US & Canada)	Wed Jan 01 06:32:54 +0000 2014
418268579318882304	New Years Resolution: Learn to be happier with life.	Central IL	Mountain Time (US & Canada)	Wed Jan 01 06:32:55 +0000 2014
418268579818008576	“@idcgeorge: My New Years resolution is to become asexual”	saturns rings	Eastern Time (US & Canada)	Wed Jan 01 06:32:55 +0000 2014
418268580208070656	I just discovered my New Years resolution.	Alpharetta, GA	Eastern Time (US & Canada)	Wed Jan 01 06:32:55 +0000 2014
418268581306974208	my friend told me that her New Years resolution is to not eat any Pringles i wouldn't be able to live without Pringles for a year wtf	11-12-13	Arizona	Wed Jan 01 06:32:55 +0000 2014
418268582116851712	@arzE my 1st New Years resolution (or should I say wish) is to have you tweet me 💕		Central Time (US & Canada)	Wed Jan 01 06:32:55 +0000 2014
418268582355554304	@ScottyParnon my New years resolution?? Make you love Minnesota and also spend more time with you cuz you're pretty cool	Milwaukee/Saint Paul	Central Time (US & Canada)	Wed Jan 01 06:32:55 +0000 2014
418268584247181313	New Years Resolution: Take drivers training.	Especially in Michigan	Eastern Time (US & Canada)	Wed Jan 01 06:32:56 +0000 2014
418268585748725761	"If the Midwest's new years resolution isn't ""less snow"" it is a piece of shit."	Chicago, IL	Central Time (US & Canada)	Wed Jan 01 06:32:56 +0000 2014
418268585673641985	My new years resolution is to get Catania to hate me less	America the beautiful	Pacific Time (US & Canada)	Wed Jan 01 06:32:56 +0000 2014
418268586575007744	"""My New Years Resolution is to get knocked up by my boyfriend""- girl w/ Mario Lopez
*crowd cheers*
Next girl ""I wanna be healthy""
*silence*"		Eastern Time (US & Canada)	Wed Jan 01 06:32:56 +0000 2014
418268587418464256	My New Years resolution is to actually come up with a resolution I can keep	The Ville		Wed Jan 01 06:32:56 +0000 2014
418268591398866944	i wish my new years resolution could be to see the boys live or meet them but no money and wrong country oh	My boo: @PlanetJosie	Atlantic Time (Canada)	Wed Jan 01 06:32:57 +0000 2014
418268591931531264	My New Years resolution was to be nicer but that lasted 2 minutes	Amsterdam NY	Hawaii	Wed Jan 01 06:32:58 +0000 2014
418268593185230848	New Years resolution: stay thick		Atlantic Time (Canada)	Wed Jan 01 06:32:58 +0000 2014
418268594204467202	New years resolution.... Not to fall in love this year....			Wed Jan 01 06:32:58 +0000 2014
418268595144376320	My New Years resolution is to get on property brothers or love it or list it #HGTVNewYear			Wed Jan 01 06:32:58 +0000 2014
418268595789910017	"""@_baseballhunter: My new years resolution is nigga we made it"" *get a label deal and then nigga we made it."	Mobile, Alabama	Mountain Time (US & Canada)	Wed Jan 01 06:32:58 +0000 2014
418268595177938944	New Years resolution.. Snowboard my ass of tomorrow	South Carolina		Wed Jan 01 06:32:58 +0000 2014
418268597270482944	new years resolution: get fucking laid this year	ashewhore-o, north carovagina	Eastern Time (US & Canada)	Wed Jan 01 06:32:59 +0000 2014
418268598897872897	My parents New Years Resolution is to loose weight, they've said this for about 3 years straight .. 😂😏😳	Maple Grove	Central Time (US & Canada)	Wed Jan 01 06:32:59 +0000 2014
