id	text	location	time_zone	date
418207907503538176	my girlfriend New Years resolution is to stop cursing like bitch whet! 😐	jadee ✨	Mountain Time (US & Canada)	Wed Jan 01 02:31:49 +0000 2014
418207907788759040	New Years resolution: Get in shape before senior pictures			Wed Jan 01 02:31:49 +0000 2014
418207909206847488	New Years resolution is to eat clean ✌️		Eastern Time (US & Canada)	Wed Jan 01 02:31:50 +0000 2014
418207910356058112	“@_willsomerville: My new years resolution is to remain a virgin”:D			Wed Jan 01 02:31:50 +0000 2014
418207915045322752	New Years resolution: get this motherfuckin money		Quito	Wed Jan 01 02:31:51 +0000 2014
418207916391694336	New Years resolution: make Moosa realise I will never go to a gym with him		Amsterdam	Wed Jan 01 02:31:51 +0000 2014
418207918165483520	"@zaynmalik @Louis_Tomlinson 

Hi babes! Hope you're well! ☺️ it's New Years! 🎉 Please follow me as my New Years resolution? 🎊 ilysfm. ♡

361"	0/5 Mike/4 4/5+Gina & Mariam	Central Time (US & Canada)	Wed Jan 01 02:31:52 +0000 2014
418207924918312961	New Years Resolution - Remain the same same Real person I was last year	Closer to My Dreams ツ	Central Time (US & Canada)	Wed Jan 01 02:31:53 +0000 2014
418207925249650689	ok my new years resolution is BECOME MORE CONFIDENT!!!!	Devon-UK	Amsterdam	Wed Jan 01 02:31:53 +0000 2014
418207929678823424	My New Years resolution is to become more positive or at least less negative	CA		Wed Jan 01 02:31:55 +0000 2014
418207935404068864	Okay beautiful people - Happy New Years Eve - I hope the new year brings new adventure, resolution to old demons and love beyond measure		Central Time (US & Canada)	Wed Jan 01 02:31:56 +0000 2014
418207936058773504	New Years resolution have mor mparies - Charlotte	vineyahd		Wed Jan 01 02:31:56 +0000 2014
418207936456826880	New Years resolution? Get out of Missouri.			Wed Jan 01 02:31:56 +0000 2014
418207938176487424	This is the first year in a while I've had a New Years resolution, &amp; i really hope I can stick to it.	dog land	Pacific Time (US & Canada)	Wed Jan 01 02:31:57 +0000 2014
418207938952830976	My new years resolution for 2014 is to be less bait	London Town	International Date Line West	Wed Jan 01 02:31:57 +0000 2014
418207940403683328	"@zaynmalik @Louis_Tomlinson 

Hi babes! Hope you're well! ☺️ it's New Years! 🎉 Please follow me as my New Years resolution? 🎊 ilysfm. ♡

362"	0/5 Mike/4 4/5+Gina & Mariam	Central Time (US & Canada)	Wed Jan 01 02:31:57 +0000 2014
418207940596600833	My New Years resolution is to inspire myself and others around me by finding more beauty in everything. ⛅️ #AButterflyNewYear @TBPchange			Wed Jan 01 02:31:57 +0000 2014
418207942626648064	My New Years resolution is to get to the top and grind till I die. I've got big dreams and to achieve my goals I gotta grind! #2013TaughtMe		Pacific Time (US & Canada)	Wed Jan 01 02:31:58 +0000 2014
418207943553978368	Do I bother to make a New Years resolution hmmm	Cornwall	London	Wed Jan 01 02:31:58 +0000 2014
418207943847198721	"my new years resolution is to somehow support @DebbyRyan harder than ever before&lt;3 

now, that's a goal! &lt;3"	bowling on debby's UFO.	Eastern Time (US & Canada)	Wed Jan 01 02:31:58 +0000 2014
418207944157573120	The thing about new years resolution is that everyone well majority are all talk no action ...	Cocoa Butter Kisses, Tx		Wed Jan 01 02:31:58 +0000 2014
