id	text	location	time_zone	date
418142553804771328	New Years resolution- to dunk in a cyc basketball game		Mountain Time (US & Canada)	Tue Dec 31 22:12:08 +0000 2013
418142555063066626	“@TheDrugDiary: my New Years resolution is to be high every day of 2014.” Same.	Between I want it & I got it		Tue Dec 31 22:12:08 +0000 2013
418142556170780673	I don't need to make a New Years resolution I'm already perfect			Tue Dec 31 22:12:08 +0000 2013
418142556484952064	New Years resolution = 4k	London UK	London	Tue Dec 31 22:12:08 +0000 2013
418142556472750080	New Years resolution number 3: make at least one person smile every day:)	YouTube link below!	Amsterdam	Tue Dec 31 22:12:08 +0000 2013
418142556002983937	@NathanTheWanted I think a good new years resolution would be to use more emojis 😉🙊			Tue Dec 31 22:12:08 +0000 2013
418142559849185280	My New Years resolution? Stop being nice to people who don't deserve it.	New Jersey	Eastern Time (US & Canada)	Tue Dec 31 22:12:09 +0000 2013
418142561384300544	New Years resolution: 1)loose weight 2)improve in dance 3)improve in football 💕💕	UK		Tue Dec 31 22:12:10 +0000 2013
418142563074584576	Well, since I never had a new years resolution, should I just make one up on the fly, an hour till midnight?	MNE	Zagreb	Tue Dec 31 22:12:10 +0000 2013
418142564680994816	“@BitchyProblems: My New Years resolution is to be meaner and hotter”	Loris, SC		Tue Dec 31 22:12:10 +0000 2013
418142564978417664	My new years resolution is gonna be a negative thing... That way I know it won't happen	Seattle Wa	Pacific Time (US & Canada)	Tue Dec 31 22:12:10 +0000 2013
418142565364269056	I really dont normally do a New years resolution.	ΠCaliforniaΠ	Atlantic Time (Canada)	Tue Dec 31 22:12:10 +0000 2013
418142566635159553	@ZacksNotHere new years resolution hang out with zack more	Cranbrook, British Columbia	Mountain Time (US & Canada)	Tue Dec 31 22:12:11 +0000 2013
418142567088553984	@RealDSharman your New Years resolution should be to follow fans 😪		Eastern Time (US & Canada)	Tue Dec 31 22:12:11 +0000 2013
418142567361175552	Black people, y'all New Years resolution should be to stop quote tweeting.	Get up off that slave ship.	Quito	Tue Dec 31 22:12:11 +0000 2013
418142569420169216	@Real_Liam_Payne new years resolution: i hu with u			Tue Dec 31 22:12:11 +0000 2013
418142570217488384	Make sure to tune in on Leah's New Years resolution. #NewYear #2014			Tue Dec 31 22:12:12 +0000 2013
418142570128998400	Whats your New Years resolution?	Portable 502 Nixon High School		Tue Dec 31 22:12:12 +0000 2013
418142572444676098	I don't have a New Years resolution I like who I am...		Atlantic Time (Canada)	Tue Dec 31 22:12:12 +0000 2013
418142573484843008	I have no need to make a new years resolution because I'm always reaching for greater things......not just for the new year!	♥♥OuterSpace♥♥	Eastern Time (US & Canada)	Tue Dec 31 22:12:12 +0000 2013
418142573635829760	@ArianaGrande New years resolution: To get an Ari follow &lt;3  xxxxx	☆Directarianator world☆	Amsterdam	Tue Dec 31 22:12:12 +0000 2013
418142574302724096	my New Years resolution is to get turnt up as hell lmao lms if u agree 420 2k14		Amsterdam	Tue Dec 31 22:12:13 +0000 2013
418142574495281152	Am I the only one who don't believe in havering a New Years resolution and special kind of dinner on New Years Eve and kissing someone at 12			Tue Dec 31 22:12:13 +0000 2013
418142575162560512	My new years resolution....wear a condom	Over There	Eastern Time (US & Canada)	Tue Dec 31 22:12:13 +0000 2013
418142580769972224	My New Years resolution is to sleep more, and eat more bacon		Hawaii	Tue Dec 31 22:12:14 +0000 2013
418142580845858817	My #gamedev 2014 New Years Resolution is to do a @ludumdare	Middlesbrough	London	Tue Dec 31 22:12:14 +0000 2013
418142584075071488	New Years resolution: stop being such a bad bitch	waterloo most of the time	Quito	Tue Dec 31 22:12:15 +0000 2013
418142585975500800	New Years resolution to lose lots of weight be healthy and find my true friends :)	IG : ccatherineholden	Amsterdam	Tue Dec 31 22:12:15 +0000 2013
418142586101309440	“@ChrisJamesMacri: My New Years resolution is nothing. Because why do something I know I'll forget about in a week.” This.		Atlantic Time (Canada)	Tue Dec 31 22:12:15 +0000 2013
418142586394910720	New Years resolution to get my fitness extremely good			Tue Dec 31 22:12:15 +0000 2013
418142586663350272	New Years resolution- get through basic training then get the job I wanna do	my bedroom, being unsociable		Tue Dec 31 22:12:16 +0000 2013
418142586457444352	My new years resolution is to get a bigger butt!	California to Vegas	Pacific Time (US & Canada)	Tue Dec 31 22:12:15 +0000 2013
418142589087645696	"""New Years resolution is to shag double why I did this year"""	Plymouth, England	London	Tue Dec 31 22:12:16 +0000 2013
418142590723047426	@rollingdrone our new years resolution can be to make sure we make plans next time ahah	London	Casablanca	Tue Dec 31 22:12:17 +0000 2013
418142593411981312	My new years resolution was for you to follow me this year #notgivingup @AustinMahone	saudi	Eastern Time (US & Canada)	Tue Dec 31 22:12:17 +0000 2013
418142594040754176	My New Years resolution is either to not be such a screw up or beat the poke tower in emerald without max revive so let's go		Eastern Time (US & Canada)	Tue Dec 31 22:12:17 +0000 2013
418142595642970112	My New Years resolution: worry about me &amp; NOT give a fuck bout you.		Hawaii	Tue Dec 31 22:12:18 +0000 2013
418142595412676609	My New Years resolution is to get skinner.   1. No more 🍔🍕🍟🍩🍫🍪  2.  Start 🏊🚴 3.  And more 🍌🍎🍉🍒🍇🍐			Tue Dec 31 22:12:18 +0000 2013
418142596046000128	I dont even have a new years resolution, how sad	In The Mindwarp Pavilion	Amsterdam	Tue Dec 31 22:12:18 +0000 2013
418142596918022144	Fuck a new years resolution don't need one don't want one.  2014 is my year,  fuck who you know			Tue Dec 31 22:12:18 +0000 2013
418142601103958016	“@Grad_Z: My New Years Resolution: Abstinence.” best joke yet		Mountain Time (US & Canada)	Tue Dec 31 22:12:19 +0000 2013
418142603276582912	New years resolution is to start focusing on my goals.		Pacific Time (US & Canada)	Tue Dec 31 22:12:19 +0000 2013
418142603486314496	New years resolution... Eat healthy and exercise		Pacific Time (US & Canada)	Tue Dec 31 22:12:20 +0000 2013
418142603637301248	New Years resolution be more like Miley #HappyNewYear	fargo		Tue Dec 31 22:12:20 +0000 2013
418142604195151873	New Years Resolution: Stay fabulous and glamours like Beyonce would expect me to be.	Michigan	Central Time (US & Canada)	Tue Dec 31 22:12:20 +0000 2013
418142604752998401	My New Years resolution is to work my hardest in everything I do, be a better daughter, sister, friend and girlfriend &amp; do big things.		Pacific Time (US & Canada)	Tue Dec 31 22:12:20 +0000 2013
418142606405533696	Proud to say that for the first time ever, last years' New Years resolution has been kept. #encouraging		Eastern Time (US & Canada)	Tue Dec 31 22:12:20 +0000 2013
418142608628535297	new years resolution: go back and laugh at stupid tweets from 2013	Atlantis	Atlantic Time (Canada)	Tue Dec 31 22:12:21 +0000 2013
418142609744216064	No one is going to go through with their New Years resolution...	Eastern Michigan University	Quito	Tue Dec 31 22:12:21 +0000 2013
418142610931200001	"""@HayleyJoJohnson: My New Years resolution is to never hear the England accent again #3weeks"" does that mean you're breaking up with Harry?"	Akron, Ohio	Eastern Time (US & Canada)	Tue Dec 31 22:12:21 +0000 2013
418142612072452096	@ArianaGrande New years resolution: To get an Ari follow &lt;3  x x x x	☆Directarianator world☆	Amsterdam	Tue Dec 31 22:12:22 +0000 2013
