id	text	location	time_zone	date
418081022149160961	Who even sticks to their New Years resolution or whatever			Tue Dec 31 18:07:37 +0000 2013
418081024245895168	New Years resolution: drink more alcohol	McKinney		Tue Dec 31 18:07:38 +0000 2013
418081026728935425	"🎈🎉🎊
@Luke5SOS 
 Lukey! My New Years resolution is for you to follow me🙊

Pretty please with a cherry on top it'd mean the world.
🌟💫✨
94"	|☹/5| CALUM/4| ☹/5|+Ariana|	Arizona	Tue Dec 31 18:07:39 +0000 2013
418081026939035648	New Years Resolution: Be less of a cunt.	Southampton	London	Tue Dec 31 18:07:39 +0000 2013
418081028888997888	Just mixed Nutella and peanut butter and my New Years resolution is definitely MORE OF THIS	Orange County, CA	Pacific Time (US & Canada)	Tue Dec 31 18:07:39 +0000 2013
418081030042427392	my New Years resolution is to not fall in love with every boy who is nice to me	t e x a s☀	Eastern Time (US & Canada)	Tue Dec 31 18:07:39 +0000 2013
418081030592274432	Mum just told me her New Years resolution is to be nice to people			Tue Dec 31 18:07:39 +0000 2013
418081034224533504	New Years Resolution? Nah	Atlanta, Georgia	Quito	Tue Dec 31 18:07:40 +0000 2013
418081034547499009	New years resolution, get a tattoo :D #happynewyear	Cheshire, England	London	Tue Dec 31 18:07:40 +0000 2013
418081036472709120	my new years resolution is to make fun of people who actually try to do their new years resolution			Tue Dec 31 18:07:41 +0000 2013
418081036866945024	RETWEET if your New Years resolution is to join the Decepticons.	On this stupid planet.		Tue Dec 31 18:07:41 +0000 2013
418081038481367041	New Years Resolution: Im doin what ever the fuck i want to do		Arizona	Tue Dec 31 18:07:41 +0000 2013
418081039018229760	@uCribs gimme my personalized new years resolution pls	Chicago		Tue Dec 31 18:07:41 +0000 2013
418081048795545600	If you have to beg it on statuses to get invited to a NYE party then maybe your New Years resolution should be to find some new mates ;)		Casablanca	Tue Dec 31 18:07:44 +0000 2013
418081050082824192	@GraysonMadison my New Years resolution		Central Time (US & Canada)	Tue Dec 31 18:07:44 +0000 2013
418081050611695616	"""my new years resolution is to give more head"""	☠☯☪		Tue Dec 31 18:07:44 +0000 2013
418081050787860480	New Years resolution is to learn how to play golf	Surrey	London	Tue Dec 31 18:07:44 +0000 2013
418081053077954560	New Years resolution: more pizza 🍕		Eastern Time (US & Canada)	Tue Dec 31 18:07:45 +0000 2013
418081055577341952	I've never made a New Years resolution		Hawaii	Tue Dec 31 18:07:45 +0000 2013
418081056055508993	New Years Resolution: Enjoy the little things in life, like Netflix and stuffed crust pizza.	hoodieville, USA	Eastern Time (US & Canada)	Tue Dec 31 18:07:45 +0000 2013
418081056630513664	No new years resolution at all. 😏	Hogwarts	Alaska	Tue Dec 31 18:07:46 +0000 2013
418081056836055040	"""@mudjug1: New Years Resolution...DIP MORE !!"""			Tue Dec 31 18:07:46 +0000 2013
418081056483340288	My New Years resolution is to gain weight. I don't like being skinny, I want curves!💃 #NYE2014			Tue Dec 31 18:07:46 +0000 2013
418081058102722560	Becky's New Years resolution &gt;			Tue Dec 31 18:07:46 +0000 2013
418081059515805696	"🎈🎉🎊
@Luke5SOS 
 Lukey! My New Years resolution is for you to follow me🙊

Pretty please with a cherry on top it'd mean the world.
🌟💫✨
95"	|☹/5| CALUM/4| ☹/5|+Ariana|	Arizona	Tue Dec 31 18:07:46 +0000 2013
418081059562328065	New Years resolution: Learn my definitions, theorems, and postulates.			Tue Dec 31 18:07:46 +0000 2013
418081062750011392	@alrebekah my New Years resolution is to check my phone	Nottingham	Casablanca	Tue Dec 31 18:07:47 +0000 2013
418081063286865920	My new years resolution is the same as always...continue doing swole shit	609	Eastern Time (US & Canada)	Tue Dec 31 18:07:47 +0000 2013
418081063299465216	My new years resolution is to start using my twitter alot more.. I know i have been away due to exams n stuff.. But thats all over with	#Follow4AFollow		Tue Dec 31 18:07:47 +0000 2013
418081069754097665	"🎈🎉🎊
@Luke5SOS 
 Lukey! My New Years resolution is for you to follow me🙊

Pretty please with a cherry on top it'd mean the world.
🌟💫✨
96"	|☹/5| CALUM/4| ☹/5|+Ariana|	Arizona	Tue Dec 31 18:07:49 +0000 2013
418081069867749376	New Years resolution to see my @Emilylarge002 more 😘		Amsterdam	Tue Dec 31 18:07:49 +0000 2013
418081070836637696	My New Years resolution is the same as every other years: Do more art.	United Kingdom	London	Tue Dec 31 18:07:49 +0000 2013
418081072086519808	My New Years resolution is YOLO	mount holly nc		Tue Dec 31 18:07:49 +0000 2013
