id	text	location	time_zone	date
418223164238217216	My new years resolution you ask? Getting rid of all the negative people who seem to bring my mood down and never stand by their word	STL	Mountain Time (US & Canada)	Wed Jan 01 03:32:27 +0000 2014
418223165043535872	New Years resolution: conquer liquid liner	SDSU•ΑΓΔ	Alaska	Wed Jan 01 03:32:27 +0000 2014
418223166251470848	@BradPittsPage My New Years resolution is to spend more time with my family, to actually travel somewhere &amp; to workout more.🎉🎉			Wed Jan 01 03:32:27 +0000 2014
418223169229434880	Its funny how so many people come up with new years resolution and then by February their back to their old ways smh	Las Vegas		Wed Jan 01 03:32:28 +0000 2014
418223169921507328	"my new years resolution is to stop being such a bitch

LOLOLOLOL IM KIDDING THAT'S NOT GONNA HAPPEN"	4/4  5/6	Eastern Time (US & Canada)	Wed Jan 01 03:32:28 +0000 2014
418223171305615360	I really hate being alone on New Years. Guess my resolution will be to make more friends.			Wed Jan 01 03:32:28 +0000 2014
418223172362571776	@ChristinaCIM If Ever You See This .. Your Follow Back is One of My NEW YEARS RESOLUTION .. Please ILYSM Please Make it Happened ...  Please	United States of CimFam Street	Alaska	Wed Jan 01 03:32:29 +0000 2014
418223176863055872	i can check one thing of my new years resolution, eat a big mac in 5 bite✔️	champaign,il		Wed Jan 01 03:32:30 +0000 2014
418223177680945152	@jennylsq my new years resolution is to be who I am and not what others want me to be.	Toronto	Central Time (US & Canada)	Wed Jan 01 03:32:30 +0000 2014
418223179060875264	My New Years resolution is to..... *Lightbulb. Got it.		Pacific Time (US & Canada)	Wed Jan 01 03:32:30 +0000 2014
418223178864136192	New Years resolution time! I will not watch #TheBachelor, I won't have a problem keeping that one.	Augusta, GA	Central Time (US & Canada)	Wed Jan 01 03:32:30 +0000 2014
418223178608291841	I think my New Years resolution will be to have a positive outlook on everything and just let what happens, happen bc that's all I can do. 😁	Nowhere, West Virginia	Eastern Time (US & Canada)	Wed Jan 01 03:32:30 +0000 2014
418223179547426816	New Years resolution ~ have no regrets			Wed Jan 01 03:32:30 +0000 2014
418223180663508992	My New Years resolution get a tattoo.. Is that a resolution?? #nomorefear			Wed Jan 01 03:32:31 +0000 2014
418223181216747521	"Gudlak bang.. slamat 2014 ""@__Re2__: My new years resolution just pushing my self out of my comfort zone """	Serang, ID (tentative)	Bangkok	Wed Jan 01 03:32:31 +0000 2014
418223182756057088	My New Years resolution is to see @joshgroban in concert!	nappanee, in		Wed Jan 01 03:32:31 +0000 2014
418223184190509056	"""My New Years resolution is to stop doing illegal things"""		Pacific Time (US & Canada)	Wed Jan 01 03:32:31 +0000 2014
418223185599815680	New Years resolution: learn how to stop self from looking angry when angry aka use poker face		Central Time (US & Canada)	Wed Jan 01 03:32:32 +0000 2014
418223186023419904	My New Years Resolution is to not procrastinate... I failed this year but I'm trying again. Here's to 2014! #CNNNYE	South Florida	Atlantic Time (Canada)	Wed Jan 01 03:32:32 +0000 2014
418223189320560640	@LilAmbaaWambaa yeeaaa you need your meds lol. I hope that wasn't your New Years resolution	Houston/PV	Central Time (US & Canada)	Wed Jan 01 03:32:33 +0000 2014
418223189844848640	What's a good New Years resolution?	6•26•2013	Atlantic Time (Canada)	Wed Jan 01 03:32:33 +0000 2014
418223193090834432	my new years resolution is to work out and lose weight		Atlantic Time (Canada)	Wed Jan 01 03:32:34 +0000 2014
418223194483744769	One of my New Years resolution ES for Christmas and New Years next year 😌		Quito	Wed Jan 01 03:32:34 +0000 2014
418223194601181184	"My New Years #resolution is to write ""2014"" instead of ""2013."""	214	Quito	Wed Jan 01 03:32:34 +0000 2014
418223201542758400	#RockinEve @ArianaGrande Was a angel! Omg I love her!! My new years resolution is for her to follow me;) I love you Ariana!!	idols~smg~Agb~jdb~1D ARE faboo		Wed Jan 01 03:32:36 +0000 2014
418223203446579200	Spending New Year's Eve the exact opposite way of my New Years resolution.	Milwaukee, Wisconsin	Central Time (US & Canada)	Wed Jan 01 03:32:36 +0000 2014
418223204306411522	New Years Resolution: Never listen to Good Charlotte again	Utica	Midway Island	Wed Jan 01 03:32:36 +0000 2014
418223206504222721	Happy New Year 2014. New Years Eve with Martini &amp; Church's Chicken having the resolution to get back to the Blue State, California, ASAP!			Wed Jan 01 03:32:37 +0000 2014
418223207695785984	@ZooeyDeschanel as a New Years resolution, I am now accepting new followers, so wud u be so kind as to follow me? What a way to start 2014!	DAGENHAM, ESSEX	London	Wed Jan 01 03:32:37 +0000 2014
418223208496525312	my new years resolution is to marry @sniperdad420 in true anna nicole style	watching @weissbrandon pee	Pacific Time (US & Canada)	Wed Jan 01 03:32:37 +0000 2014
418223210237132801	new years resolution: capture the goddess of impeccable eyebrow game.		Alaska	Wed Jan 01 03:32:38 +0000 2014
418223210488791041	I have the same New Years resolution every year… learn how to surf. Maybe 2014 will be the year I make it happen lol 🌊👙 #NYE	Bellflower	Pacific Time (US & Canada)	Wed Jan 01 03:32:38 +0000 2014
418223211210235904	@ArianaGrande CAN'T WAIT ARI💕💕 I don't have a New Years resolution. I'm too busy wondering what ur gonna accomplish this year😍		Pacific Time (US & Canada)	Wed Jan 01 03:32:38 +0000 2014
418223215794982913	My New Years Resolution is to be a bigger asshole. Isn't it obvious?	Trumbull/Rhode Island	Eastern Time (US & Canada)	Wed Jan 01 03:32:39 +0000 2014
418223217757528064	Fuck your new years resolution hoe	chicago✈️miami	Central Time (US & Canada)	Wed Jan 01 03:32:39 +0000 2014
418223217967259649	@lakings New Years 2014 resolution:  no more losing!!  #lakings @theroyalhalf	West Coast	Pacific Time (US & Canada)	Wed Jan 01 03:32:40 +0000 2014
418223221293338624	"My new years resolution is ""I don't give a crap about it"" I'll do whatever I want whenever I want..."	India	Chennai	Wed Jan 01 03:32:40 +0000 2014
418223222555824128	My new years resolution is to get a retweet from the most beautiful face puncher in the world @MieshaTate @realjdawg1			Wed Jan 01 03:32:41 +0000 2014
418223224011628544	New years resolution: get my shit together		London	Wed Jan 01 03:32:41 +0000 2014
418223224845922304	My new years resolution is to have a tweet on tv #CNNNYE @andersoncooper	Arizona	Arizona	Wed Jan 01 03:32:41 +0000 2014
418223226313924608	i was forced to eat a stick of celery im done with my new years resolution of being healthy	malabami	Central Time (US & Canada)	Wed Jan 01 03:32:42 +0000 2014
418223234598064128	#StartSimpleToWin New Years. Resolution uhm I think is to meet one direction and get better grades hahahahah lol	daytona beach	Eastern Time (US & Canada)	Wed Jan 01 03:32:44 +0000 2014
418223234988130304	New years resolution #2 drink more beard	Earth	Central Time (US & Canada)	Wed Jan 01 03:32:44 +0000 2014
418223235197460480	New Years Resolution:1. Beat depression. 2. 1K on instagram by July! 3. Do I really need to say more?	San Antonio, Texas		Wed Jan 01 03:32:44 +0000 2014
418223236007350272	My 2014 New Years resolution is to get 1 more follower because seeing some number and the number 9 just annoys me XD like 1,079 &lt;&lt;&lt; this	a dark alley blogging VOTE	Atlantic Time (Canada)	Wed Jan 01 03:32:44 +0000 2014
418223240465481731	new years resolution: Larry coming out	☯224 days☯	Eastern Time (US & Canada)	Wed Jan 01 03:32:45 +0000 2014
418223243141447680	"My resolution for New Years is ""Nigga we made it!"""	504/337	Central Time (US & Canada)	Wed Jan 01 03:32:46 +0000 2014
418223243321810944	my new years resolution is to stop eating fast food and i actually like fast food lollll this is going to suck but it really has to stop	10511	Central Time (US & Canada)	Wed Jan 01 03:32:46 +0000 2014
418223245431951360	My New Years resolution each year is to not sleep so much...but c'mon we all know that's never going to happen		Atlantic Time (Canada)	Wed Jan 01 03:32:46 +0000 2014
418223246740160512	My New Years resolution is to have a fat bank balance and a thin body ! And not mix the two up like last year !	Where eva u want me !	London	Wed Jan 01 03:32:46 +0000 2014
418223247248068608	@Harry_Styles I don't know If you have 1 or 2 new years resolution but I think you're 3rd one should be you following meeeeeeee okkk		Santiago	Wed Jan 01 03:32:47 +0000 2014
418223251345522688	My resolution for new years is nigga we made it		Eastern Time (US & Canada)	Wed Jan 01 03:32:47 +0000 2014
418223254990757888	My new years resolution: = Get money, raise my kids, &amp; stay out of jail..	eva gardens till i die bitch		Wed Jan 01 03:32:48 +0000 2014
418223255883743233	My Resolution For New Years Is Nigga We Made It!		Eastern Time (US & Canada)	Wed Jan 01 03:32:49 +0000 2014
418223256530087936	That's my New Years resolution, to keep everything to myself	Dublin	Dublin	Wed Jan 01 03:32:49 +0000 2014
418223257905807360	My New Years resolution? Be the same me because shit ain't gonna change.			Wed Jan 01 03:32:49 +0000 2014
418223257985490944	My New Years resolution is to be sassier  and to exercise more/eat better.	New York/Broadway	Atlantic Time (Canada)	Wed Jan 01 03:32:49 +0000 2014
418223259327680512	My new years resolution is to be more of a bad ass than I was this year.		Eastern Time (US & Canada)	Wed Jan 01 03:32:49 +0000 2014
418223261835460608	Sick of hearin dis new year new me shyt. Yall said dis same shyt in 2010. Ya New Years resolution shuld be to stop sayin dat new me shit.	SHSU In The Fall	Hawaii	Wed Jan 01 03:32:50 +0000 2014
418223262305251328	New Years resolution: never talking to you again.	Marysville	Atlantic Time (Canada)	Wed Jan 01 03:32:50 +0000 2014
418223262309421056	New Years Resolution: Work on my Patience with.. Everything.			Wed Jan 01 03:32:50 +0000 2014
418223263513587713	My New Years resolution this year is umm #Gofuckyoureself			Wed Jan 01 03:32:50 +0000 2014
418223264003936256	No new years resolution besides me trying to be a better me..		Mountain Time (US & Canada)	Wed Jan 01 03:32:51 +0000 2014
418223266067517440	My New Years resolution. Drink a bottle a day do as many drugs as possible drop out of school and become a Little Ceasers sign twirler			Wed Jan 01 03:32:51 +0000 2014
418223266978070528	New Years resolution: lower expectations.		Quito	Wed Jan 01 03:32:51 +0000 2014
418223274401624064	@LaurenCimorelli If Ever You See This .. Your Follow Back is One of My NEW YEARS RESOLUTION . Please ILYSM Please Make it Happened .  Please	United States of CimFam Street	Alaska	Wed Jan 01 03:32:53 +0000 2014
418223275760967680	"""Whats your New Years resolution?""
""I want to carry balloon animals around, everywhere, with me."""		Eastern Time (US & Canada)	Wed Jan 01 03:32:53 +0000 2014
418223275136000001	My first New Years resolution is to make if to midnight		Quito	Wed Jan 01 03:32:53 +0000 2014
418223279124406272	"""@Teej_Ctmd2: My New Years resolution is to ball and grind harder than I did In 2013"""		Pacific Time (US & Canada)	Wed Jan 01 03:32:54 +0000 2014
418223283532992513	New Years resolution is to eat as most pb is I can every day		Atlantic Time (Canada)	Wed Jan 01 03:32:55 +0000 2014
418223285487153152	My New Years resolution for 2013 was to have a tweet on TV with @andersoncooper and @kathygriffin... Running out of time!!! #CNNNYE	Minneapolis, MN	Pacific Time (US & Canada)	Wed Jan 01 03:32:56 +0000 2014
418223286825144320	My New Years resolution is to get a full lol😈👏🌀			Wed Jan 01 03:32:56 +0000 2014
418223286972338178	New Years resolution find a gf			Wed Jan 01 03:32:56 +0000 2014
418223291686744064	New Years resolution.. Handle my drink as well as the girlfriend can! #sloooooow	Childswickham, Broadway		Wed Jan 01 03:32:57 +0000 2014
418223291799969792	my new years resolution: get this motherfuckin money		Pacific Time (US & Canada)	Wed Jan 01 03:32:57 +0000 2014
418223294945304576	My New Years resolution is to get even more KAWAII ☺			Wed Jan 01 03:32:58 +0000 2014
418223296564322304	"HaPpy hApPy NeW YeaR EveryOnE.....
GooDbYe 2013 with love peace and joy hehe
Anu Kya New YeArs Resolution nila? 
#Wonderful2014  &lt;3"			Wed Jan 01 03:32:58 +0000 2014
418223300662149120	my new years resolution is to shave my legs and marry jennifer lawrence	ba	Eastern Time (US & Canada)	Wed Jan 01 03:32:59 +0000 2014
418223300720873472	@Calum5SOS you're my next New Years resolution			Wed Jan 01 03:32:59 +0000 2014
418223300880248832	Jennifer Lawrence is my new years resolution #inlove #	Hi		Wed Jan 01 03:32:59 +0000 2014
418223302205648896	New Years resolution for this gal: maybe get enrolled in twerking class. Idk	Wild and Wonderful, WV	Central Time (US & Canada)	Wed Jan 01 03:33:00 +0000 2014
418223309973516288	My New Years resolution is to stop all evolution. 😂			Wed Jan 01 03:33:01 +0000 2014
418223313672871936	My New Years resolution is to get a big BOOOOOOOTTYY			Wed Jan 01 03:33:02 +0000 2014
